Tweet Content,Date,User,Source,Tweet ID,Tweet URL
"In-depth - ""In this special series, The New #Arab profiles charities, organisations, and initiatives leading the response against the #coronavirus pandemic and lending a helping hand to vulnerable individuals and communities"" https://t.co/y9DIl98UAI",2020-04-19 23:30:05,The_NewArab,Hootsuite Inc.,1252016651735830531,https://twitter.com/statuses/1252016651735830531
"#Coronavirus

@realDonaldTrump 

Tell me why buying Paint is essential ?

Go ahead.

When you’re supposed to stay home, and not expose yourself, and others, to the virus, how PAINT IS ESSENTIAL YOU DUMB FUCK!!!!!!!!!!!?",2020-04-19 23:30:05,SteveG1425V2,Twitter for iPad,1252016651408736257,https://twitter.com/statuses/1252016651408736257
"""Wise guys"" ~@realDonaldTrump speaking of sitting governors during the crisis of #coronavirus #COVIDー19",2020-04-19 23:30:05,Red_eyedjedi,Twitter for Android,1252016649806495745,https://twitter.com/statuses/1252016649806495745
"Singapore Now Has Most #Coronavirus Cases in Southeast Asia
https://t.co/J1dpiZKDGF",2020-04-19 23:30:05,MyTradePH,Hootsuite Inc.,1252016648548241410,https://twitter.com/statuses/1252016648548241410
"COVID19 Stats for Iran as of April 20, 2020:

Total Cases: 82211
New Cases: +1,343
Total Deaths: 5118
New Deaths: +87
Total Recovered: 57023
Active Cases: 20070
Serious/Critical Cases: 3456
Total Tests: 341662
Tests/1M pop: 4068

#coronavirus #COVID19",2020-04-19 23:30:04,covid_data,corona_stats,1252016647956828165,https://twitter.com/statuses/1252016647956828165
A recent poll shows that a majority of Americans are concerned about easing #Coronavirus restrictions too quickly. But what AREN'T they telling us? @JeffOnTheRight #COVID19 https://t.co/Wi4Ix61gfE,2020-04-19 23:30:04,RedState,Post Promoter Pro WP,1252016645867962374,https://twitter.com/statuses/1252016645867962374
"I want all the protesters to get sick and die but in saying that I realize that will put more healthcare workers at risk, so I hope they just stay home like they were fucking supposed to in the first place. #ProtestLockdown #coronavirus",2020-04-19 23:30:04,Lizabird23,Twitter for Android,1252016645763104768,https://twitter.com/statuses/1252016645763104768
Another #dailybrief Trump rally not about the #coronavirus https://t.co/nBQjwSLa7g,2020-04-19 23:30:04,JLG_VoteDem,Twitter for iPhone,1252016645683453953,https://twitter.com/statuses/1252016645683453953
New COVID-19 Data at 2020-04-19 07:30:01 pm EDT #Coronavirus #COVID19 https://t.co/k4eiGzmHxm,2020-04-19 23:30:04,CovidData2,coronaData_Test,1252016645519917057,https://twitter.com/statuses/1252016645519917057
"2,404,818 #Coronavirus cases as of 2020-04-19 19:30:02 https://t.co/UAhRjRFQBK",2020-04-19 23:30:03,corona_tracking,Coronovirus Data Tracker,1252016640310599683,https://twitter.com/statuses/1252016640310599683
Find information on how to apply for a domestic violence injunction during the #coronavirus outbreak as an unrepresented applicant. https://t.co/INmLALKylG,2020-04-19 23:30:02,HMCTSgovuk,Sprout Social,1252016639798841344,https://twitter.com/statuses/1252016639798841344
"In a warmer world, disease outbreaks are more common and people are less able to fight them. #climatechange #coronavirus
https://t.co/RquxOLgaa9",2020-04-19 23:30:00,earthwatch_org,TweetDeck,1252016628453212160,https://twitter.com/statuses/1252016628453212160
The representative for disgraced actor and comedian Bill Cosby is asking for his client to be released early from jail citing concern that his medical history could make him vulnerable to the #coronavirus. (Photo by Mark Makela/Getty Images) https://t.co/enLCoJUSbg https://t.co/JDgrVsKZEn,2020-04-19 23:30:00,fox7austin,TweetDeck,1252016628331540482,https://twitter.com/statuses/1252016628331540482
"How can we let bill gates the drop out that has no degree, and isn’t  a doctor or a scientist. Tell us what to do in a global pandemic?? How can you let an uneducated billionaire inject a vaccine that he funded before the outbreak of the virus....??? #QuestionsToAsk #coronavirus",2020-04-19 23:29:52,TCDalton405,Twitter for iPhone,1252016596874387462,https://twitter.com/statuses/1252016596874387462
"Suddenly a young family came around the corner. Rather than move away to maintain #SocialDistancing , they stayed on the path and passed within a metre of me and my more elderly wife. They may think they'll survive #coronavirus - we don't have that confidence! .....",2020-04-19 23:29:45,DenJohn49,Twitter for Android,1252016568688676871,https://twitter.com/statuses/1252016568688676871
"Let’s be honest. If a bunch of these idiots protesting social distancing don’t get sick and die, a lot of us are going to be a little pissed. #coronavirus #protests https://t.co/kjMfx3iYQB",2020-04-19 23:29:43,davidtmccarty,Twitter for iPad,1252016558811107335,https://twitter.com/statuses/1252016558811107335
#trump just admitted he has a SHIT list...of governors. 1-2-3-4...some are “wise guys”. What a wanna be mob boss...#coronavirus,2020-04-19 23:29:43,Thewendyfeldman,Twitter for iPhone,1252016558450171908,https://twitter.com/statuses/1252016558450171908
"Pres Trump Q&A: Michigan probably went too far with restrictions. ""Going to be safe."" A couple of governors are ""wise guys"" and would never be satisfied. Defends ""Liberate"" tweets. #Trump #coronavirus @anthonymace",2020-04-19 23:29:41,MaceNewsMacro,Twitter Web App,1252016550418268160,https://twitter.com/statuses/1252016550418268160
"@SMCHealth So we are being FORCED to wear “masks” that don’t protect from a virus? As a civilian, I would wear either a cloth/sponge mask. Honestly, this is nonsensical and dictatorial. #coronavirus https://t.co/A4a6vfMFMN",2020-04-19 23:29:36,Passion_Comp3,Twitter Web App,1252016528381239296,https://twitter.com/statuses/1252016528381239296
They have to kiss your ass to get PPE #Coronavirus,2020-04-19 23:29:31,VirginiaforW,Twitter for Android,1252016507867070464,https://twitter.com/statuses/1252016507867070464
Oh yes @patel4witham continues to allow hundreds of illegal migrants infected with #coronavirus into the UK every week. Pandemic ? Negligence ? https://t.co/fyHM6f8Xhn,2020-04-19 23:29:30,yorkspride,Twitter Web App,1252016502750031878,https://twitter.com/statuses/1252016502750031878
"As if @Trump's COVID-19 response wasn't bad enough, Trump's 2017 Muslim Ban blocked 15,000 doctors that came from the seven countries who would've helped during the #coronavirus pandemic.
https://t.co/iddn9lcOoZ",2020-04-19 23:29:26,ShakebZia,Twitter Web App,1252016487319113735,https://twitter.com/statuses/1252016487319113735
"Sex and the #Coronavirus: Reader Questions, Answered . Will there be a baby boom in nine months? Is this a bad time to get pregnant? Could PrEP protect me? And should high-risk people abstain altogether? 
 #COVID19  https://t.co/RRvndmi2pH",2020-04-19 23:29:22,godfree_kd,Twitter Web Client,1252016468998397952,https://twitter.com/statuses/1252016468998397952
New reporting states Trump knew in NOVEMBER about the  #coronavirus outbreak in Wuhan and warned the Israelis but didn’t warn us. #TrumpLiesAmericansDie,2020-04-19 23:29:14,Souplines,Twitter for iPhone,1252016436555415552,https://twitter.com/statuses/1252016436555415552
"Before and after #coronavirus #haircut at home. Business on the sides. Party on the top! Great job, @inesmcbryde! https://t.co/5u6nqFHNY2 https://t.co/V969By9myr",2020-04-19 23:29:11,robmcbryde,IFTTT,1252016425629343748,https://twitter.com/statuses/1252016425629343748
#Coronavirus it’s always a dig at the Dems. He’s suppose to be president for everyone. We’re all suffering. This gets so old.,2020-04-19 23:29:02,Bonnhere,Twitter for iPhone,1252016388308230144,https://twitter.com/statuses/1252016388308230144
You can't fix stupid...#coronavirus hold my beer....,2020-04-19 23:29:02,DaPhreekPSU,Twitter for Android,1252016387091914753,https://twitter.com/statuses/1252016387091914753
"Bill Gates’s efforts to fight #coronavirus, explained https://t.co/NJUj5DCMPN via @voxdotcom",2020-04-19 23:29:00,Tina1wthautism,Twitter Web Client,1252016377348661248,https://twitter.com/statuses/1252016377348661248
@BBCWorld Why should they? #CoronaVirus,2020-04-19 23:28:59,ay35ha84,Twitter for iPhone,1252016374538555398,https://twitter.com/statuses/1252016374538555398
"Did a Publix grocery run and discovered the target audience for Fox News. Angry old men not wearing masks, upset others are practicing social distancing and wearing their masks
This is killing 5% of those affected and even higher among their older population #COVID19 #coronavirus",2020-04-19 23:28:56,Syres1820,Twitter for Android,1252016360386895874,https://twitter.com/statuses/1252016360386895874
"IN CASE YOU'RE WONDERING what Trump doesn't want you learning about that he scheduled his daily sh*tshow for now. 

More than 13K dead in one month in his hometown of NYC. More than 4X the dead from 9/11. 

Trump's DELAY + DENIAL of the threat from the #coronavirus caused DEATHS. https://t.co/qTliDPiECB",2020-04-19 23:28:53,Only4RM,Twitter Web App,1252016347372027905,https://twitter.com/statuses/1252016347372027905
#Coronavirus Trump just counted to 7...he really is good..the king of counting,2020-04-19 23:28:50,kevinru99857767,Twitter for Android,1252016334503739392,https://twitter.com/statuses/1252016334503739392
"Check out our blog post on the new guidance from the Centers for Disease Control and Prevention on workers with potential #COVID19 exposure. Patricia Ambrose, George Ingham, and Amy Kett cover its key provisions and offer their observations. #Coronavirus https://t.co/sBcqjyvQn2",2020-04-19 23:28:44,hhoa1,"Clearview Social, Inc.",1252016309879128065,https://twitter.com/statuses/1252016309879128065
"POTUS now links second amendment to #coronavirus after hammering Virginia for past couple of days without making link explicit
""You know it's indirectly related to this.""
People are buying guns, says Potus, because of coronavirus",2020-04-19 23:28:39,robcrilly,Twitter for Android,1252016289213747201,https://twitter.com/statuses/1252016289213747201
BREAKING | #Nigeria records 86 new #coronavirus cases,2020-04-19 23:28:36,thesignalng,Twitter Web App,1252016276505071619,https://twitter.com/statuses/1252016276505071619
"Some Americans taking coviocy to a whole new level 🤦‍♀️🤦‍♂️
#coronavirus #COVIDIOTS https://t.co/0AHxqy5NBU",2020-04-19 23:28:36,Greg8535937,Twitter for Android,1252016276123377664,https://twitter.com/statuses/1252016276123377664
I hope Canada will not reopen its border as long as these #Morons are sick from the #coronavirus https://t.co/rezjMJqP4u,2020-04-19 23:28:29,Cibolle,Twitter Web App,1252016248474472453,https://twitter.com/statuses/1252016248474472453
"Everybody knows that buying a gun will protect you from the #coronavirus, right @realDonaldTrump? #loco",2020-04-19 23:28:28,dneilmckay,Twitter Web App,1252016242891816964,https://twitter.com/statuses/1252016242891816964
I owe you #CoronaVirus 🦠😬 you made me learn new things ThanksAlot 🙏,2020-04-19 23:28:23,arkan_a_ahmed,Twitter for iPhone,1252016222998274055,https://twitter.com/statuses/1252016222998274055
Thanks again @CBS for another Sunday of NOT airing any of Trump's tirade of lies. Watching #60Minutes!! #coronavirus,2020-04-19 23:28:22,CarolynW601,Twitter Web App,1252016216790761474,https://twitter.com/statuses/1252016216790761474
I finally downloaded Tik Tok. This is true quarantine now #coronavirus #lockdown,2020-04-19 23:28:20,JustBreathe5678,Twitter for Android,1252016211245895680,https://twitter.com/statuses/1252016211245895680
"What would and should a post-pandemic world look like?

#Coronavirus
https://t.co/cFzuIj0kyp",2020-04-19 23:28:18,HumanRightsHope,Twitter Web Client,1252016203591225349,https://twitter.com/statuses/1252016203591225349
"If you want to understand more about the difference between the critical nasopharyngeal swabs and a Q-tip, read @By_CJewett and me from LAST MONTH, where we break down the bottleneck creating the critical shortages in the speciality swabs #coronavirus 

https://t.co/mLjbnlXg28 https://t.co/idsgpcDQjl",2020-04-19 23:28:15,LaurenWeberHP,Twitter for iPhone,1252016189137653760,https://twitter.com/statuses/1252016189137653760
"Tech for good during COVID-19: Children’s book, phone booths, and aperitifs - https://t.co/5qpfyk3Kwe #china #coronavirus https://t.co/Iis6FfKNZe",2020-04-19 23:28:04,heystartup,newsy.co,1252016143340056576,https://twitter.com/statuses/1252016143340056576
"#Florida confirmed novel #coronavirus cases surpass 26,000, state death toll reaches 774 https://t.co/uXT7vmFle4",2020-04-19 23:28:00,morethanfedup,Twitter for Android,1252016124872491016,https://twitter.com/statuses/1252016124872491016
"Bang goes the unity I’d hoped for. Sure, go ahead and back the protesters who are NOT following social distancing etc. 🤦🏻 This is nuts. #WhiteHouseBriefing #coronavirus",2020-04-19 23:27:55,ChelseaJon,Twitter for iPhone,1252016106832900098,https://twitter.com/statuses/1252016106832900098
"Oh Lord, is there any way you can throw me in Ghana. 🙏🙏🙏🙏🙏
#coronavirus may not kill me but NCDC will",2020-04-19 23:27:49,funny_dagreat,Twitter for Android,1252016079343423489,https://twitter.com/statuses/1252016079343423489
Donald Trump is worried about Iran owning America if @JoeBiden became President. How is that any different than Russia owning American because Trump is President?  #Coronavirus,2020-04-19 23:27:47,NorsemanActual,Twitter for Android,1252016072066134017,https://twitter.com/statuses/1252016072066134017
"I wouldn’t care at all about these right-wing protests, except that it’s my whole family that will be taking care of those idiots in the hospital soon.

Women of color & immigrants will be saving those idiots’ lives after these gatherings. 

Oh, the irony. #COVID19 #coronavirus",2020-04-19 23:27:40,jollenelevid,Twitter for iPhone,1252016043154784256,https://twitter.com/statuses/1252016043154784256
Food is not in the best interest of the country? #Coronavirus,2020-04-19 23:27:37,VirginiaforW,Twitter for Android,1252016030530101248,https://twitter.com/statuses/1252016030530101248
Father we pray for you to bring divine direction and instruction to stand against the spread of the #coronavirus in Jesus name.#PrayersForCoronaFreeWorld,2020-04-19 23:27:28,PShirley360,Twitter for iPhone,1252015991405625344,https://twitter.com/statuses/1252015991405625344
"During this unusual situation, selling new construction homes is different but certainly not impossible!  I have sold several homes during this pandemic using technology and creativity!   #coronavirus https://t.co/rd84XSG3pZ",2020-04-19 23:27:21,ahawkinscaruso,Twitter for iPhone,1252015960648814592,https://twitter.com/statuses/1252015960648814592
.@lufthansa Group almost completes #Coronavirus repatriation flight program... https://t.co/H3hWZL4YCa,2020-04-19 23:27:19,Andy007_SR_A,Twitter for Android,1252015953405149192,https://twitter.com/statuses/1252015953405149192
A Pandemic is Stressful. Take Care of Your Mental #Health During #Coronavirus https://t.co/FcPij04hvs,2020-04-19 23:27:17,YKilea,Twitter Web Client,1252015944924139520,https://twitter.com/statuses/1252015944924139520
"7 highlights from @NAkufoAddo's 7th address on COVID-19.

#CitiNewsroom #Coronavirus https://t.co/Y4yB0UMy3q",2020-04-19 23:27:15,Citi973,TweetDeck,1252015936049156096,https://twitter.com/statuses/1252015936049156096
Who asked the first question? His hands are huge! Trump must be jealous. #coronavirus #WhiteHouseBriefing,2020-04-19 23:27:14,MicDropsByMommy,Twitter for Android,1252015935298379777,https://twitter.com/statuses/1252015935298379777
"Oh nuts! #coronavirus

Men's testicles 'could make them more vulnerable to coronavirus' https://t.co/norwqZvMnP via @MetroUK",2020-04-19 23:27:10,jtjaeger751,Twitter for Android,1252015915924893697,https://twitter.com/statuses/1252015915924893697
Sweden Says Controversial Covid-19 Strategy Is Proving Effective #coronavirus  https://t.co/ZSQCzTjLL3,2020-04-19 23:27:09,AlexCena_TX,Twitter for iPad,1252015913047597068,https://twitter.com/statuses/1252015913047597068
"Pres Trump Q&A: Repeats Virginia trying to interfere with gun rights. Have a list of 7 other governors not mentioning. On PPP additional funds, ""Let's see what happens."" Negotiating ""with the Democrats."" ""Very close to a deal."" #Trump #coronavirus @anthonymace",2020-04-19 23:27:08,MaceNewsMacro,Twitter Web App,1252015908773679105,https://twitter.com/statuses/1252015908773679105
Of course you have a list. And you’re campaigning. #Coronavirus,2020-04-19 23:27:04,queenbluejean,Twitter for iPhone,1252015893053407233,https://twitter.com/statuses/1252015893053407233
#Coronavirus scams: This is how much people have lost to online fraudsters so far #infosec https://t.co/vgW1iSMqck https://t.co/uThR4wKVn1,2020-04-19 23:27:04,teamcymru,Buffer,1252015889777659904,https://twitter.com/statuses/1252015889777659904
"@DailyCaller A true leader recognizes truth and adapts. Trump is a true leader. 

Whereas The Canadian leader has a one word vocabularly- Diversity. He has no brain, that 's the problem. Evidently, his voters have no brain either. #coronavirus",2020-04-19 23:27:00,Habs_Burgundy,Twitter for Android,1252015876175511553,https://twitter.com/statuses/1252015876175511553
"7th CISM Military World Games Opening Ceremony 
Held in October 2019----------in Wuhan.
Who gave the #coronavirus #Covid19 to whom?  We will never know until patient zero is found. But U.S. does have strain A.

https://t.co/UQlgYm6Y83 via @YouTube",2020-04-19 23:27:00,MrXtramean,Twitter Web Client,1252015874493431814,https://twitter.com/statuses/1252015874493431814
"Ok Due to the #Coronavirus I’ll be sending the first 100 people to like & retweet this $2900 -$$6900 cash app request, Apple Pay # or Zelle WHO need It 👀🙏🏾❤️",2020-04-19 23:26:57,xmiabia,Twitter for iPhone,1252015862657277952,https://twitter.com/statuses/1252015862657277952
Trump's #coronavirus briefing https://t.co/2zQ9XAbcFk   ... Trump seized on the word “aroused” like only he can: “It was hard to get it aroused.” “And it is hard to get it aroused.”  “But we got it aroused.”,2020-04-19 23:26:54,moonbreeze2,Twitter Web Client,1252015850875469828,https://twitter.com/statuses/1252015850875469828
@KatyJane_101 Does this #coronavirus affect the brain?,2020-04-19 23:26:53,angiebloomsbury,Twitter for iPhone,1252015843321483264,https://twitter.com/statuses/1252015843321483264
"Uber thanks people for not riding with Uber https://t.co/BxzZD19V5L #Coronavirus #TV Commercial, Enjoy",2020-04-19 23:26:51,davidzaltzman,Twitter for iPhone,1252015838456090625,https://twitter.com/statuses/1252015838456090625
"7 highlights from @NAkufoAddo's 7th address on COVID-19.

#CitiNewsroom #Coronavirus https://t.co/TvF9pLqDoU",2020-04-19 23:26:47,CitiTVGH,TweetDeck,1252015818172497930,https://twitter.com/statuses/1252015818172497930
"Alternative or Supplement to alleviate anxiety in #coronavirus patients without affecting respiration

https://t.co/KTI9PzkFKk",2020-04-19 23:26:43,CharlieTablet,Twitter Web App,1252015802758443011,https://twitter.com/statuses/1252015802758443011
#coronavirus where do they carry all the dead people,2020-04-19 23:26:41,FireRedOrange,Twitter Web App,1252015795334504449,https://twitter.com/statuses/1252015795334504449
Can somebody find out if Trump's audit is over or have the #coronavirus halted work?,2020-04-19 23:26:34,realfredglick,Twitter for Android,1252015766263590912,https://twitter.com/statuses/1252015766263590912
"Alternative or Supplement to alleviate anxiety in #coronavirus patients without affecting respiration

https://t.co/bhqFkgZMwB",2020-04-19 23:26:34,CharlieTablet,Twitter Web App,1252015765257060352,https://twitter.com/statuses/1252015765257060352
"My usual crazy start to the day listening to Trump's White House #coronavirus briefing./campaign rally. To listen to Trump, Pence, Verma speak you would think everything is hunk dory in US and pandemic is totally under control (and if it's not, it's someone else's fault!).",2020-04-19 23:26:32,LRussellWolpe,Twitter Web App,1252015756583120898,https://twitter.com/statuses/1252015756583120898
Stay informed and get accurate information about #coronavirus by visiting @WHO 👇👇 https://t.co/3iTdt9QtvF,2020-04-19 23:26:31,nancygalelee,Twitter for iPhone,1252015753227759616,https://twitter.com/statuses/1252015753227759616
@thehill actual pictures of Jacksonville beach . #coronavirus https://t.co/SNPGrgrivr,2020-04-19 23:26:31,HOLLYWOODDOLL1,Twitter for iPhone,1252015753005588480,https://twitter.com/statuses/1252015753005588480
"@ABC  News: Guatemala Health Minister says 75% of migrants deported to that country on single flight tested positive for #coronavirus Could this happen with deportees and can #Jamaica afford this? 
  - https://t.co/btOkZkQ2if",2020-04-19 23:26:27,zpnine,Twitter Web App,1252015737738334218,https://twitter.com/statuses/1252015737738334218
"@ahf77118198 Is that Home providing its staff with freshly prepared food and drinks for their long shifts? Certified infection free food? Yea I thought not.
Staff should just walk. It's beyond repulsive. They are risking their lives.
#coronavirus 
#COVID19",2020-04-19 23:26:26,Ms_LeFaye,Twitter for Android,1252015733187452930,https://twitter.com/statuses/1252015733187452930
#coronavirus Nursing Homes https://t.co/ZKDgxAQwKL,2020-04-19 23:26:19,kygen,Twitter for Android,1252015704192188417,https://twitter.com/statuses/1252015704192188417
How much did you pay peoples to tell the story’s I read mind and feelings your fake #Coronavirus,2020-04-19 23:26:19,MrajAmazinggod,Twitter for iPhone,1252015703206617093,https://twitter.com/statuses/1252015703206617093
"Confused most about lack of testing for #Coronavirus. Seems like it’s the key to opening up the country. States asking for federal help, government says it’s a local issue. What is biggest obstacle to getting more tests? Money? Someone to make them? Genuinely do not understand",2020-04-19 23:26:18,dollabilltre,Twitter for iPhone,1252015700475965441,https://twitter.com/statuses/1252015700475965441
@AnnastaciaMP Would be nice to know which surburbs new cases from so we all can avoid. Nice review of landlords situation.  #coronavirus,2020-04-19 23:26:18,qland12,Twitter for Android,1252015697720274945,https://twitter.com/statuses/1252015697720274945
"My state has over 40,000,000 residents.
1,174 people in my state have died and been positive for Coronavirus over a 3 month period.
Now I’m required to wear a mask to the grocery store. I continue to believe this is a huge overreaction. #coronavirus",2020-04-19 23:26:15,DomNProm,Twitter for iPhone,1252015687905640448,https://twitter.com/statuses/1252015687905640448
"Trump: if #Iran needed aid, needed ventilators we would certainly be willing to help. They should be smart and make a deal. 
#coronavirus",2020-04-19 23:26:11,Lghara93,Twitter for iPhone,1252015669111140361,https://twitter.com/statuses/1252015669111140361
They had a shooting you sicko #Coronavirus,2020-04-19 23:26:10,queenbluejean,Twitter for iPhone,1252015665839513600,https://twitter.com/statuses/1252015665839513600
John Kerry doesn’t want the Dems to make a deal? What does Michael Dukakis think? #TrumpPressConf #coronavirus,2020-04-19 23:26:04,EdGreenberger,Twitter for iPhone,1252015640904425483,https://twitter.com/statuses/1252015640904425483
"There’s No Real Oversight Of The $2 Trillion Coronavirus Relief Law 

Billions of dollars are being spent. There are no active watchdogs.

https://t.co/qNGYiJks0G #COVID #coronavirus",2020-04-19 23:26:03,jmsexton_,Buffer,1252015637439881218,https://twitter.com/statuses/1252015637439881218
That was pure fear mongering on his part. He is so predictable #coronavirus https://t.co/h3bU44xNPN,2020-04-19 23:26:03,nicholasvollaro,Twitter Web App,1252015636009619459,https://twitter.com/statuses/1252015636009619459
#Coronavirus: Manufacturers still waiting for #ventilator green light https://t.co/Ljkj0Gmw3W @MailOnline,2020-04-19 23:26:02,kiranjoyv,Twitter for Android,1252015630510952451,https://twitter.com/statuses/1252015630510952451
"This bastard said sad “I see the protests and it looks like they all are 6 feet apart.”

Can’t stand him. Not a single reporter set the record straight. Complete and utter LIE! #coronavirus #TrumpPressConf",2020-04-19 23:26:01,GerrenPeterson,Twitter for iPhone,1252015627797225478,https://twitter.com/statuses/1252015627797225478
"Venues offer to host back-to-back Formula 1 races to help complete season #coronavirus #COVID19 
https://t.co/1BnfvCmA1p",2020-04-19 23:26:00,gulf_news,TweetDeck,1252015621845315584,https://twitter.com/statuses/1252015621845315584
Anyone else wanna go back to the year 2016 when everything was good? #coronavirus #overit,2020-04-19 23:25:56,ginamaz1,Twitter for iPhone,1252015605588295680,https://twitter.com/statuses/1252015605588295680
You know I’ve been selling so many more coronas since the start of this lockdown at work... Wonder why? #lockdown #coronavirus,2020-04-19 23:25:55,JoeSpartah,Twitter for iPhone,1252015600844578816,https://twitter.com/statuses/1252015600844578816
".@realDonaldTrump deserves no praise for his handling of the #coronavirus pandemic, especially the self-praise he lavishes himself with on his daily Rally briefings.",2020-04-19 23:25:54,realCapnAmerica,Twitter for iPhone,1252015597027819522,https://twitter.com/statuses/1252015597027819522
"@MailOnline If you are lucky, you disappear a while!  If you are no luck, you will disappear permanently!  Not only at the moment of #coronavirus, a lot of examples can be seen in the history of Communist China! https://t.co/xmx7wR4pfc",2020-04-19 23:25:53,FreeSky75428851,Twitter for Android,1252015595056295936,https://twitter.com/statuses/1252015595056295936
"Reporter: What advice would you give people wanting to protest under #coronavirus 

Trump: Protesters were 6 ft apart, I see nothing wrong with it.

LIE! They were huddled in groups, without masks, carrying confederate flags & Alex Jones was shown shaking hands.

#CoronavirusLiar",2020-04-19 23:25:53,morethanmySLE,Twitter Web App,1252015594955833346,https://twitter.com/statuses/1252015594955833346
"He's lying again, protesters were not 10 feet apart! He acts as if no one is dying still! #Coronavirus",2020-04-19 23:25:46,Lee11674135,Twitter for Android,1252015564790390785,https://twitter.com/statuses/1252015564790390785
@srqhi .... And give immunity to Democrats from stupidity and #Coronavirus .,2020-04-19 23:25:42,SteelToeTruth,Twitter for Android,1252015546310070272,https://twitter.com/statuses/1252015546310070272
"Russian jet re-fueller ignites war on #Coronavirus crisis...
https://t.co/5LzlCPgthR",2020-04-19 23:25:40,Andy007_SR_A,Twitter for Android,1252015539897196545,https://twitter.com/statuses/1252015539897196545
"COVID-19: Here's How You Can Shop Safely At Supermarkets, Cut Down On Number Of Trips https://t.co/KHPTP3IXid #shopping #coronavirus",2020-04-19 23:25:39,cbiz,Twitter for iPad,1252015533182062593,https://twitter.com/statuses/1252015533182062593
"@michael68970229  Is it just me or has New York found an...ummm... ""interesting"" way to dispose of bodies AND shore up the food banks at the same time?? #coronavirus #coronapocolypse https://t.co/ZTqDFgOq83",2020-04-19 23:25:35,DudyNoble,Twitter for Android,1252015519802314757,https://twitter.com/statuses/1252015519802314757
"Pres Trump Q&A: ""I'm with everybody"" on protests. If Iran needed virus aid ""would certainly be willing."" Swats at a mosquito. ""I don't like mosquitoes at all."" Repeats, if Biden got in, China/Japan/Mexico ""would own America."" #Trump #coronavirus @anthonymace",2020-04-19 23:25:35,MaceNewsMacro,Twitter Web App,1252015519252860931,https://twitter.com/statuses/1252015519252860931
It's WUHAN VIRUS.We support you AMRICA. #Coronavirus,2020-04-19 23:25:35,Manpree12977765,Twitter for Android,1252015517830955009,https://twitter.com/statuses/1252015517830955009
#Coronavirus watching @POTUS twist around like my little brother did when he was 8 yrs old. My mother would tell him. STAND STILL! PLUS he spoke to someone off stage while  the Medicare/Medicaid expert was speaking. And here he goes again... https://t.co/v2oJC0JZN1,2020-04-19 23:25:32,goldendebbie,Twitter for iPhone,1252015505608605696,https://twitter.com/statuses/1252015505608605696
Actual footage of protestors #COVID19 #coronavirus https://t.co/f14KVLAfdX,2020-04-19 23:25:28,satans_alias,Twitter for iPhone,1252015490249056256,https://twitter.com/statuses/1252015490249056256
"Sorry to the 125 workers in Colorado nursing homes and residential care facilities who currently have the #Coronavirus while their nursing homes can’t even get masks or personal protective gear.
Amid a medical mask shortage these 2 used masks to make a political statement?? https://t.co/UQq4v9QMUd",2020-04-19 23:25:19,GovtsTheProblem,Twitter for iPhone,1252015449102905344,https://twitter.com/statuses/1252015449102905344
"Given that the fatality rate for under 35s is around 1 in 10,000 there has to be a way to give young people a degree of freedom (especially those who don’t live with family). Many businesses could be saved. #UKlockdown #coronavirus",2020-04-19 23:25:18,Jamin_daygame,Twitter for iPhone,1252015448494874624,https://twitter.com/statuses/1252015448494874624
"We don’t have time to waste... although the administration knew about this in *November* — you might think Iowans won’t remember that @SenJoniErnst, but this November, we will. #iasen #coronavirus https://t.co/BVyOMgZm97",2020-04-19 23:25:15,sinovic,Twitter for iPhone,1252015433307377673,https://twitter.com/statuses/1252015433307377673
"Five months on, what scientists now know about the #coronavirus | World news | The Guardian https://t.co/SUNa8tLro9",2020-04-19 23:25:13,Nightingal_news,Twitter Web Client,1252015425321340928,https://twitter.com/statuses/1252015425321340928
"Head nurse Cai Liping of Wuchang Hospital died of #coronavirus infection in Wuhan. When the van transporting her body drove away, a man tried to grab the van and see her one last time. That's her husband, a doctor working for the same hospital. https://t.co/0NXrTNMroW 01
#FBR",2020-04-19 23:25:12,TomthunkitsMind,The Social Jukebox,1252015423723372549,https://twitter.com/statuses/1252015423723372549
"Trump continually says, he will only “help” other countries.. if THEY ASK for it lol. He’s a joke. #Coronavirus",2020-04-19 23:25:11,UziEyeRolls,Twitter for iPhone,1252015417872220160,https://twitter.com/statuses/1252015417872220160
America during #coronavirus https://t.co/XBvEfAMV9z,2020-04-19 23:25:10,Notready4Radio,Twitter for iPhone,1252015413069778944,https://twitter.com/statuses/1252015413069778944
Trump doesn’t seem prepared to answer questions #Coronavirus,2020-04-19 23:25:09,margo27015120,Twitter for iPhone,1252015410490286081,https://twitter.com/statuses/1252015410490286081
"Feb 29 - 1st US fatality

April 6 - 10,720 Americans dead 

April 11 - 20,423 dead

April 15 - 28,160 dead

April 19 - 41,379 dead

We have lost 30,659 Americans in 13 days. 

This is NOT the time to be reopening the country. Show some leadership @realDonaldTrump!! #coronavirus",2020-04-19 23:25:08,HenryLucero,Twitter for iPad,1252015406014795776,https://twitter.com/statuses/1252015406014795776
Send mosquitoes to the White Supremacist House #Coronavirus,2020-04-19 23:25:06,beyondthenorth,Twitter for iPhone,1252015397639000066,https://twitter.com/statuses/1252015397639000066
